ano,mes,data,regiao,uf,cidade,tipo_acidente,periodo_dia,acidentes,feridos,mortes,chuva_mm,visibilidade,veiculos_envolvidos,nivel_gravidade
2020,2,2020-02-01,Sudeste,MG,Uberlândia,Capotamento,Manhã,17,17,1,20.4,Boa,46,Crítico
2020,2,2020-02-01,Sudeste,MG,Juiz de Fora,Saída de pista,Madrugada,16,15,0,37.2,Ruim,30,Leve
2020,2,2020-02-01,Sudeste,ES,Vitória,Saída de pista,Madrugada,20,11,1,25.1,Muito ruim,35,Moderado
2020,2,2020-02-01,Sudeste,ES,Vila Velha,Saída de pista,Manhã,23,7,1,17.7,Muito ruim,23,Grave
2020,2,2020-02-01,Sudeste,ES,Serra,Saída de pista,Manhã,17,15,2,31.2,Muito ruim,29,Grave
2020,2,2020-02-01,Sul,PR,Curitiba,Saída de pista,Noite,28,14,2,19.2,Boa,38,Grave
2020,2,2020-02-01,Sul,PR,Londrina,Colisão,Noite,23,15,2,24.5,Muito ruim,37,Moderado
2020,2,2020-02-01,Sul,SC,Florianópolis,Colisão,Madrugada,14,15,1,9.3,Muito ruim,39,Crítico
2020,2,2020-02-01,Sul,SC,Joinville,Saída de pista,Manhã,25,15,1,3.6,Moderada,24,Leve
2020,2,2020-02-01,Sul,RS,Porto Alegre,Saída de pista,Tarde,15,9,0,35.3,Moderada,31,Crítico
2020,2,2020-02-01,Sul,RS,Caxias do Sul,Saída de pista,Tarde,24,15,0,8.9,Moderada,31,Moderado
2020,3,2020-03-01,Norte,AM,Manaus,Atropelamento,Madrugada,22,14,2,6.4,Ruim,41,Moderado
2020,3,2020-03-01,Norte,PA,Belém,Atropelamento,Manhã,26,12,1,5.9,Muito ruim,34,Moderado
2020,3,2020-03-01,Norte,PA,Santarém,Atropelamento,Madrugada,31,11,0,50.1,Muito ruim,30,Moderado
2020,3,2020-03-01,Norte,RO,Porto Velho,Saída de pista,Noite,20,9,0,10.1,Boa,33,Leve
2020,3,2020-03-01,Norte,TO,Palmas,Capotamento,Noite,18,13,1,21.8,Moderada,22,Moderado
2020,3,2020-03-01,Nordeste,BA,Salvador,Atropelamento,Manhã,20,9,2,41.4,Moderada,42,Grave
2020,3,2020-03-01,Nordeste,BA,Feira de Santana,Capotamento,Madrugada,28,15,1,42.0,Moderada,29,Crítico
2020,3,2020-03-01,Nordeste,PE,Recife,Saída de pista,Manhã,20,9,0,58.3,Ruim,27,Leve
2020,3,2020-03-01,Nordeste,PE,Jaboatão dos Guararapes,Capotamento,Madrugada,15,10,0,36.1,Moderada,37,Moderado
2020,3,2020-03-01,Nordeste,CE,Fortaleza,Saída de pista,Tarde,16,9,0,26.1,Muito ruim,33,Grave
2020,3,2020-03-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Tarde,18,12,4,22.3,Ruim,40,Crítico
2020,3,2020-03-01,Nordeste,MA,São Luís,Saída de pista,Manhã,20,12,2,34.9,Boa,36,Grave
2020,3,2020-03-01,Nordeste,PB,João Pessoa,Saída de pista,Manhã,20,13,0,26.6,Boa,35,Leve
2020,3,2020-03-01,Centro-Oeste,DF,Brasília,Atropelamento,Madrugada,24,9,0,58.2,Ruim,43,Crítico
2020,3,2020-03-01,Centro-Oeste,GO,Goiânia,Saída de pista,Tarde,23,7,0,71.3,Ruim,41,Moderado
2020,3,2020-03-01,Centro-Oeste,GO,Aparecida de Goiânia,Colisão,Madrugada,14,14,0,19.0,Muito ruim,34,Moderado
2020,3,2020-03-01,Centro-Oeste,MT,Cuiabá,Capotamento,Noite,15,6,0,7.6,Boa,44,Crítico
2020,3,2020-03-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Madrugada,24,12,0,3.3,Boa,34,Crítico
2020,3,2020-03-01,Sudeste,SP,São Paulo,Atropelamento,Noite,16,11,2,24.9,Boa,32,Crítico
2020,3,2020-03-01,Sudeste,SP,Campinas,Saída de pista,Manhã,20,7,2,60.9,Moderada,34,Crítico
2020,3,2020-03-01,Sudeste,SP,Ribeirão Preto,Capotamento,Tarde,17,16,0,51.7,Boa,41,Crítico
2020,3,2020-03-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Madrugada,22,17,1,10.2,Boa,43,Grave
2020,3,2020-03-01,Sudeste,RJ,Niterói,Saída de pista,Manhã,10,10,2,44.3,Moderada,39,Moderado
2020,3,2020-03-01,Sudeste,RJ,Nova Iguaçu,Atropelamento,Tarde,29,6,0,33.8,Boa,37,Moderado
2020,3,2020-03-01,Sudeste,RJ,Petrópolis,Capotamento,Manhã,13,13,4,67.1,Ruim,34,Grave
2020,3,2020-03-01,Sudeste,MG,Belo Horizonte,Saída de pista,Noite,12,13,2,16.0,Muito ruim,30,Crítico
2020,3,2020-03-01,Sudeste,MG,Uberlândia,Colisão,Noite,21,13,2,5.2,Ruim,48,Grave
2020,3,2020-03-01,Sudeste,MG,Juiz de Fora,Saída de pista,Tarde,18,7,1,3.9,Boa,45,Moderado
2020,3,2020-03-01,Sudeste,ES,Vitória,Atropelamento,Tarde,15,16,3,30.0,Muito ruim,39,Crítico
2020,3,2020-03-01,Sudeste,ES,Vila Velha,Saída de pista,Tarde,19,21,1,10.7,Boa,38,Grave
2020,3,2020-03-01,Sudeste,ES,Serra,Atropelamento,Manhã,15,13,1,41.1,Boa,22,Crítico
2020,3,2020-03-01,Sul,PR,Curitiba,Colisão,Noite,11,10,0,40.0,Moderada,27,Moderado
2020,3,2020-03-01,Sul,PR,Londrina,Atropelamento,Manhã,24,14,2,96.9,Boa,35,Crítico
2020,3,2020-03-01,Sul,SC,Florianópolis,Saída de pista,Manhã,17,14,1,16.8,Muito ruim,44,Grave
2020,3,2020-03-01,Sul,SC,Joinville,Colisão,Noite,19,10,1,30.0,Ruim,35,Leve
2020,3,2020-03-01,Sul,RS,Porto Alegre,Saída de pista,Manhã,15,20,1,7.9,Ruim,44,Leve
2020,3,2020-03-01,Sul,RS,Caxias do Sul,Colisão,Madrugada,23,10,0,14.8,Ruim,35,Leve
2020,4,2020-04-01,Norte,AM,Manaus,Capotamento,Tarde,16,8,0,10.5,Ruim,45,Leve
2020,4,2020-04-01,Norte,PA,Belém,Atropelamento,Noite,21,16,0,3.0,Ruim,43,Leve
2020,4,2020-04-01,Norte,PA,Santarém,Atropelamento,Noite,17,13,1,23.7,Moderada,33,Grave
2020,4,2020-04-01,Norte,RO,Porto Velho,Atropelamento,Tarde,25,15,1,21.2,Boa,35,Moderado
2020,4,2020-04-01,Norte,TO,Palmas,Capotamento,Tarde,13,5,1,28.7,Ruim,22,Crítico
2020,4,2020-04-01,Nordeste,BA,Salvador,Capotamento,Manhã,18,5,0,21.8,Moderada,28,Crítico
2020,4,2020-04-01,Nordeste,BA,Feira de Santana,Capotamento,Noite,26,10,1,10.3,Ruim,33,Moderado
2020,4,2020-04-01,Nordeste,PE,Recife,Colisão,Madrugada,22,11,0,11.5,Muito ruim,26,Crítico
2020,4,2020-04-01,Nordeste,PE,Jaboatão dos Guararapes,Atropelamento,Manhã,14,9,1,20.5,Ruim,30,Crítico
2020,4,2020-04-01,Nordeste,CE,Fortaleza,Colisão,Noite,23,16,1,14.8,Boa,26,Grave
2020,4,2020-04-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Noite,15,13,0,37.1,Moderada,35,Grave
2020,4,2020-04-01,Nordeste,MA,São Luís,Atropelamento,Noite,16,15,1,27.0,Muito ruim,33,Crítico
2020,4,2020-04-01,Nordeste,PB,João Pessoa,Capotamento,Tarde,18,11,1,43.0,Moderada,33,Grave
2020,4,2020-04-01,Centro-Oeste,DF,Brasília,Capotamento,Manhã,13,13,4,58.4,Muito ruim,34,Crítico
2020,4,2020-04-01,Centro-Oeste,GO,Goiânia,Colisão,Noite,21,16,1,31.0,Ruim,30,Crítico
2020,4,2020-04-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Manhã,20,8,3,11.4,Moderada,34,Crítico
2020,4,2020-04-01,Centro-Oeste,MT,Cuiabá,Saída de pista,Madrugada,13,10,2,5.3,Moderada,36,Moderado
2020,4,2020-04-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Manhã,19,14,0,54.6,Boa,39,Crítico
2020,4,2020-04-01,Sudeste,SP,São Paulo,Atropelamento,Noite,23,15,3,24.9,Boa,33,Crítico
2020,4,2020-04-01,Sudeste,SP,Campinas,Saída de pista,Madrugada,17,19,0,20.7,Ruim,27,Moderado
2020,4,2020-04-01,Sudeste,SP,Ribeirão Preto,Colisão,Tarde,28,9,0,19.6,Muito ruim,37,Moderado
2020,4,2020-04-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Tarde,22,11,0,6.0,Ruim,40,Grave
2020,4,2020-04-01,Sudeste,RJ,Niterói,Capotamento,Manhã,21,12,0,48.3,Ruim,33,Leve
2020,4,2020-04-01,Sudeste,RJ,Nova Iguaçu,Capotamento,Noite,20,17,1,43.5,Boa,33,Grave
2020,4,2020-04-01,Sudeste,RJ,Petrópolis,Colisão,Manhã,18,13,1,17.1,Muito ruim,36,Crítico
2020,4,2020-04-01,Sudeste,MG,Belo Horizonte,Colisão,Noite,14,16,2,21.0,Muito ruim,26,Leve
2020,4,2020-04-01,Sudeste,MG,Uberlândia,Capotamento,Madrugada,20,11,1,34.3,Ruim,35,Grave
2020,4,2020-04-01,Sudeste,MG,Juiz de Fora,Capotamento,Noite,15,12,0,25.3,Moderada,46,Crítico
2020,4,2020-04-01,Sudeste,ES,Vitória,Saída de pista,Manhã,19,11,1,14.6,Boa,39,Leve
2020,4,2020-04-01,Sudeste,ES,Vila Velha,Capotamento,Tarde,16,14,0,7.6,Moderada,32,Grave
2020,4,2020-04-01,Sudeste,ES,Serra,Atropelamento,Madrugada,17,14,0,39.7,Boa,38,Moderado
2020,4,2020-04-01,Sul,PR,Curitiba,Capotamento,Tarde,24,6,0,32.1,Boa,27,Crítico
2020,4,2020-04-01,Sul,PR,Londrina,Capotamento,Madrugada,12,11,0,102.1,Muito ruim,37,Leve
2020,4,2020-04-01,Sul,SC,Florianópolis,Atropelamento,Tarde,19,16,0,6.2,Moderada,43,Moderado
2020,4,2020-04-01,Sul,SC,Joinville,Atropelamento,Noite,15,11,2,48.5,Muito ruim,40,Grave
2020,4,2020-04-01,Sul,RS,Porto Alegre,Atropelamento,Manhã,23,18,2,1.9,Boa,44,Crítico
2020,4,2020-04-01,Sul,RS,Caxias do Sul,Saída de pista,Tarde,21,13,1,18.3,Ruim,39,Grave
2020,5,2020-05-01,Norte,AM,Manaus,Saída de pista,Noite,18,15,0,80.6,Moderada,32,Grave
2020,5,2020-05-01,Norte,PA,Belém,Atropelamento,Manhã,19,8,0,22.3,Moderada,38,Grave
2020,5,2020-05-01,Norte,PA,Santarém,Colisão,Madrugada,21,10,0,25.0,Muito ruim,48,Moderado
2020,5,2020-05-01,Norte,RO,Porto Velho,Colisão,Manhã,15,11,1,57.1,Muito ruim,32,Grave
2020,5,2020-05-01,Norte,TO,Palmas,Atropelamento,Tarde,17,19,1,12.9,Boa,39,Leve
2020,5,2020-05-01,Nordeste,BA,Salvador,Atropelamento,Manhã,17,8,2,5.0,Muito ruim,40,Crítico
2020,5,2020-05-01,Nordeste,BA,Feira de Santana,Atropelamento,Noite,24,17,0,5.1,Ruim,36,Moderado
2020,5,2020-05-01,Nordeste,PE,Recife,Atropelamento,Tarde,25,22,0,16.0,Ruim,39,Moderado
2020,5,2020-05-01,Nordeste,PE,Jaboatão dos Guararapes,Atropelamento,Noite,25,11,1,33.0,Boa,38,Leve
2020,5,2020-05-01,Nordeste,CE,Fortaleza,Atropelamento,Madrugada,17,13,1,55.7,Boa,35,Moderado
2020,5,2020-05-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Tarde,27,8,1,36.9,Ruim,33,Crítico
2020,5,2020-05-01,Nordeste,MA,São Luís,Atropelamento,Tarde,21,7,1,19.6,Moderada,39,Moderado
2020,5,2020-05-01,Nordeste,PB,João Pessoa,Capotamento,Tarde,20,13,1,55.3,Ruim,38,Leve
2020,5,2020-05-01,Centro-Oeste,DF,Brasília,Saída de pista,Madrugada,14,12,0,6.8,Moderada,29,Leve
2020,5,2020-05-01,Centro-Oeste,GO,Goiânia,Colisão,Noite,23,12,2,33.4,Muito ruim,29,Leve
2020,5,2020-05-01,Centro-Oeste,GO,Aparecida de Goiânia,Atropelamento,Noite,19,22,0,65.7,Ruim,42,Moderado
2020,5,2020-05-01,Centro-Oeste,MT,Cuiabá,Colisão,Noite,20,9,2,53.0,Boa,33,Crítico
2020,5,2020-05-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Tarde,19,10,1,43.9,Muito ruim,25,Grave
2020,5,2020-05-01,Sudeste,SP,São Paulo,Saída de pista,Tarde,20,13,1,14.4,Muito ruim,38,Leve
2020,5,2020-05-01,Sudeste,SP,Campinas,Saída de pista,Madrugada,22,13,0,23.0,Muito ruim,28,Grave
2020,5,2020-05-01,Sudeste,SP,Ribeirão Preto,Colisão,Noite,27,14,0,71.4,Muito ruim,37,Moderado
2020,5,2020-05-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Madrugada,23,12,0,48.9,Muito ruim,28,Moderado
2020,5,2020-05-01,Sudeste,RJ,Niterói,Colisão,Madrugada,22,12,0,58.4,Ruim,33,Crítico
2020,5,2020-05-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Madrugada,17,10,0,28.5,Muito ruim,30,Moderado
2020,5,2020-05-01,Sudeste,RJ,Petrópolis,Colisão,Noite,17,17,1,7.5,Muito ruim,32,Grave
2020,5,2020-05-01,Sudeste,MG,Belo Horizonte,Colisão,Madrugada,16,15,1,12.0,Moderada,28,Moderado
2020,5,2020-05-01,Sudeste,MG,Uberlândia,Saída de pista,Tarde,17,7,2,36.2,Moderada,32,Moderado
2020,5,2020-05-01,Sudeste,MG,Juiz de Fora,Saída de pista,Noite,22,13,1,9.7,Boa,45,Grave
2020,5,2020-05-01,Sudeste,ES,Vitória,Saída de pista,Tarde,26,16,1,55.3,Muito ruim,31,Leve
2020,5,2020-05-01,Sudeste,ES,Vila Velha,Atropelamento,Madrugada,19,19,0,74.3,Muito ruim,31,Leve
2020,5,2020-05-01,Sudeste,ES,Serra,Saída de pista,Manhã,22,17,2,5.7,Muito ruim,38,Moderado
2020,5,2020-05-01,Sul,PR,Curitiba,Atropelamento,Tarde,15,4,0,20.5,Moderada,35,Moderado
2020,5,2020-05-01,Sul,PR,Londrina,Colisão,Noite,16,12,2,22.9,Boa,45,Leve
2020,5,2020-05-01,Sul,SC,Florianópolis,Saída de pista,Noite,19,12,3,42.0,Boa,37,Grave
2020,5,2020-05-01,Sul,SC,Joinville,Colisão,Tarde,14,15,0,37.6,Moderada,39,Grave
2020,5,2020-05-01,Sul,RS,Porto Alegre,Capotamento,Noite,31,18,2,38.2,Muito ruim,24,Leve
2020,5,2020-05-01,Sul,RS,Caxias do Sul,Saída de pista,Noite,20,19,0,30.6,Moderada,39,Crítico
2020,6,2020-06-01,Norte,AM,Manaus,Saída de pista,Madrugada,18,10,0,68.9,Moderada,37,Grave
2020,6,2020-06-01,Norte,PA,Belém,Capotamento,Tarde,20,12,4,29.9,Ruim,36,Grave
2020,6,2020-06-01,Norte,PA,Santarém,Saída de pista,Noite,23,16,2,7.8,Ruim,33,Leve
2020,6,2020-06-01,Norte,RO,Porto Velho,Capotamento,Manhã,15,16,1,37.6,Moderada,41,Grave
2020,6,2020-06-01,Norte,TO,Palmas,Capotamento,Tarde,25,12,1,14.0,Moderada,31,Leve
2020,6,2020-06-01,Nordeste,BA,Salvador,Saída de pista,Noite,20,12,4,19.6,Muito ruim,28,Leve
2020,6,2020-06-01,Nordeste,BA,Feira de Santana,Atropelamento,Manhã,17,12,0,32.3,Muito ruim,39,Crítico
2020,6,2020-06-01,Nordeste,PE,Recife,Colisão,Noite,17,9,0,21.7,Moderada,30,Moderado
2020,6,2020-06-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Madrugada,20,11,2,36.3,Muito ruim,23,Moderado
2020,6,2020-06-01,Nordeste,CE,Fortaleza,Atropelamento,Noite,19,13,0,39.4,Moderada,37,Grave
2020,6,2020-06-01,Nordeste,CE,Juazeiro do Norte,Colisão,Manhã,27,8,1,61.3,Ruim,24,Moderado
2020,6,2020-06-01,Nordeste,MA,São Luís,Atropelamento,Noite,20,9,1,32.6,Muito ruim,42,Leve
2020,6,2020-06-01,Nordeste,PB,João Pessoa,Colisão,Tarde,21,12,0,21.5,Boa,37,Crítico
2020,6,2020-06-01,Centro-Oeste,DF,Brasília,Atropelamento,Manhã,19,9,1,8.2,Muito ruim,36,Grave
2020,6,2020-06-01,Centro-Oeste,GO,Goiânia,Saída de pista,Noite,17,11,1,19.5,Muito ruim,41,Moderado
2020,6,2020-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Atropelamento,Tarde,18,19,2,11.6,Ruim,41,Moderado
2020,6,2020-06-01,Centro-Oeste,MT,Cuiabá,Atropelamento,Manhã,29,12,1,32.9,Ruim,31,Leve
2020,6,2020-06-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Manhã,25,8,1,37.7,Muito ruim,28,Leve
2020,6,2020-06-01,Sudeste,SP,São Paulo,Capotamento,Manhã,14,15,0,38.9,Moderada,32,Grave
2020,6,2020-06-01,Sudeste,SP,Campinas,Saída de pista,Manhã,23,13,1,16.9,Boa,32,Leve
2020,6,2020-06-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Tarde,29,7,2,33.1,Boa,33,Grave
2020,6,2020-06-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Manhã,28,9,2,10.9,Ruim,44,Crítico
2020,6,2020-06-01,Sudeste,RJ,Niterói,Capotamento,Noite,24,10,2,38.6,Muito ruim,41,Grave
2020,6,2020-06-01,Sudeste,RJ,Nova Iguaçu,Atropelamento,Tarde,20,8,0,56.4,Muito ruim,32,Moderado
2020,6,2020-06-01,Sudeste,RJ,Petrópolis,Saída de pista,Manhã,14,17,0,29.8,Muito ruim,32,Grave
2020,6,2020-06-01,Sudeste,MG,Belo Horizonte,Capotamento,Noite,17,17,1,29.4,Muito ruim,28,Grave
2020,6,2020-06-01,Sudeste,MG,Uberlândia,Atropelamento,Tarde,16,9,2,46.0,Muito ruim,31,Grave
2020,6,2020-06-01,Sudeste,MG,Juiz de Fora,Atropelamento,Noite,21,13,1,31.0,Moderada,33,Crítico
2020,6,2020-06-01,Sudeste,ES,Vitória,Colisão,Tarde,24,8,1,2.0,Muito ruim,30,Moderado
2020,6,2020-06-01,Sudeste,ES,Vila Velha,Capotamento,Tarde,13,13,1,29.1,Boa,28,Grave
2020,6,2020-06-01,Sudeste,ES,Serra,Atropelamento,Tarde,22,8,0,22.3,Muito ruim,28,Crítico
2020,6,2020-06-01,Sul,PR,Curitiba,Capotamento,Madrugada,18,12,0,24.7,Boa,39,Leve
2020,6,2020-06-01,Sul,PR,Londrina,Capotamento,Madrugada,24,8,3,11.3,Moderada,36,Crítico
2020,6,2020-06-01,Sul,SC,Florianópolis,Atropelamento,Manhã,13,9,2,10.9,Muito ruim,39,Crítico
2020,6,2020-06-01,Sul,SC,Joinville,Saída de pista,Madrugada,22,15,1,49.9,Moderada,34,Grave
2020,6,2020-06-01,Sul,RS,Porto Alegre,Capotamento,Madrugada,18,10,2,29.9,Muito ruim,38,Leve
2020,6,2020-06-01,Sul,RS,Caxias do Sul,Atropelamento,Tarde,19,11,1,135.3,Moderada,50,Crítico
2020,7,2020-07-01,Norte,AM,Manaus,Saída de pista,Manhã,20,10,1,25.2,Muito ruim,33,Leve
2020,7,2020-07-01,Norte,PA,Belém,Atropelamento,Tarde,20,20,1,9.2,Boa,39,Leve
2020,7,2020-07-01,Norte,PA,Santarém,Colisão,Manhã,21,10,0,35.4,Moderada,36,Grave
2020,7,2020-07-01,Norte,RO,Porto Velho,Atropelamento,Manhã,19,8,1,44.0,Boa,36,Moderado
2020,7,2020-07-01,Norte,TO,Palmas,Capotamento,Madrugada,17,4,0,43.7,Moderada,44,Crítico
2020,7,2020-07-01,Nordeste,BA,Salvador,Atropelamento,Madrugada,21,10,1,56.4,Moderada,29,Grave
2020,7,2020-07-01,Nordeste,BA,Feira de Santana,Saída de pista,Tarde,16,15,0,22.9,Muito ruim,32,Grave
2020,7,2020-07-01,Nordeste,PE,Recife,Capotamento,Manhã,25,14,0,52.5,Moderada,24,Moderado
2020,7,2020-07-01,Nordeste,PE,Jaboatão dos Guararapes,Saída de pista,Noite,23,8,0,23.2,Ruim,43,Crítico
2020,7,2020-07-01,Nordeste,CE,Fortaleza,Colisão,Manhã,22,10,0,48.5,Ruim,41,Crítico
2020,7,2020-07-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Manhã,16,13,0,45.9,Moderada,34,Grave
2020,7,2020-07-01,Nordeste,MA,São Luís,Saída de pista,Tarde,22,7,2,20.2,Ruim,23,Crítico
2020,7,2020-07-01,Nordeste,PB,João Pessoa,Capotamento,Manhã,24,7,2,15.1,Moderada,36,Leve
2020,7,2020-07-01,Centro-Oeste,DF,Brasília,Atropelamento,Madrugada,25,12,1,30.9,Moderada,29,Leve
2020,7,2020-07-01,Centro-Oeste,GO,Goiânia,Colisão,Tarde,22,11,2,9.1,Boa,47,Crítico
2020,7,2020-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Colisão,Noite,19,8,1,30.5,Boa,34,Leve
2020,7,2020-07-01,Centro-Oeste,MT,Cuiabá,Colisão,Tarde,23,12,0,26.6,Boa,38,Crítico
2020,7,2020-07-01,Centro-Oeste,MS,Campo Grande,Capotamento,Manhã,16,10,0,73.9,Moderada,36,Moderado
2020,7,2020-07-01,Sudeste,SP,São Paulo,Atropelamento,Noite,16,12,0,10.7,Ruim,32,Grave
2020,7,2020-07-01,Sudeste,SP,Campinas,Saída de pista,Manhã,16,13,1,12.4,Muito ruim,28,Crítico
2020,7,2020-07-01,Sudeste,SP,Ribeirão Preto,Saída de pista,Noite,15,8,1,63.6,Boa,38,Leve
2020,7,2020-07-01,Sudeste,RJ,Rio de Janeiro,Colisão,Madrugada,17,9,0,37.9,Moderada,29,Grave
2020,7,2020-07-01,Sudeste,RJ,Niterói,Colisão,Manhã,16,19,1,24.8,Ruim,38,Leve
2020,7,2020-07-01,Sudeste,RJ,Nova Iguaçu,Colisão,Tarde,26,8,3,26.8,Muito ruim,39,Grave
2020,7,2020-07-01,Sudeste,RJ,Petrópolis,Saída de pista,Manhã,27,14,1,15.2,Muito ruim,41,Crítico
2020,7,2020-07-01,Sudeste,MG,Belo Horizonte,Colisão,Manhã,27,16,1,39.2,Boa,33,Moderado
2020,7,2020-07-01,Sudeste,MG,Uberlândia,Saída de pista,Tarde,26,20,0,11.2,Moderada,35,Leve
2020,7,2020-07-01,Sudeste,MG,Juiz de Fora,Saída de pista,Manhã,14,8,0,105.3,Boa,37,Leve
2020,7,2020-07-01,Sudeste,ES,Vitória,Saída de pista,Madrugada,18,8,3,32.7,Moderada,33,Leve
2020,7,2020-07-01,Sudeste,ES,Vila Velha,Colisão,Noite,21,7,2,71.1,Ruim,28,Crítico
2020,7,2020-07-01,Sudeste,ES,Serra,Colisão,Tarde,23,11,1,20.8,Moderada,31,Grave
2020,7,2020-07-01,Sul,PR,Curitiba,Colisão,Noite,16,6,1,21.5,Ruim,44,Crítico
2020,7,2020-07-01,Sul,PR,Londrina,Colisão,Manhã,14,18,1,45.1,Moderada,22,Crítico
2020,7,2020-07-01,Sul,SC,Florianópolis,Colisão,Manhã,14,7,1,18.7,Boa,32,Moderado
2020,7,2020-07-01,Sul,SC,Joinville,Saída de pista,Tarde,17,10,0,5.8,Boa,33,Moderado
2020,7,2020-07-01,Sul,RS,Porto Alegre,Capotamento,Madrugada,30,14,2,15.2,Ruim,32,Grave
2020,7,2020-07-01,Sul,RS,Caxias do Sul,Capotamento,Manhã,22,12,5,12.4,Ruim,35,Crítico
2020,8,2020-08-01,Norte,AM,Manaus,Capotamento,Manhã,7,8,2,69.5,Boa,30,Moderado
2020,8,2020-08-01,Norte,PA,Belém,Atropelamento,Tarde,35,15,0,28.3,Moderada,29,Moderado
2020,8,2020-08-01,Norte,PA,Santarém,Colisão,Noite,11,11,1,51.7,Ruim,42,Crítico
2020,8,2020-08-01,Norte,RO,Porto Velho,Colisão,Madrugada,24,17,2,27.6,Boa,32,Crítico
2020,8,2020-08-01,Norte,TO,Palmas,Atropelamento,Manhã,26,13,1,10.6,Muito ruim,31,Moderado
2020,8,2020-08-01,Nordeste,BA,Salvador,Atropelamento,Manhã,22,11,0,29.4,Ruim,37,Leve
2020,8,2020-08-01,Nordeste,BA,Feira de Santana,Atropelamento,Noite,18,12,3,21.6,Muito ruim,40,Moderado
2020,8,2020-08-01,Nordeste,PE,Recife,Colisão,Madrugada,21,3,1,12.5,Ruim,35,Moderado
2020,8,2020-08-01,Nordeste,PE,Jaboatão dos Guararapes,Atropelamento,Manhã,19,11,1,49.0,Moderada,25,Moderado
2020,8,2020-08-01,Nordeste,CE,Fortaleza,Colisão,Manhã,24,14,1,18.0,Boa,28,Crítico
2020,8,2020-08-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Madrugada,11,14,4,23.5,Ruim,26,Moderado
2020,8,2020-08-01,Nordeste,MA,São Luís,Colisão,Madrugada,21,8,4,6.3,Boa,38,Moderado
2020,8,2020-08-01,Nordeste,PB,João Pessoa,Capotamento,Tarde,6,7,1,33.2,Boa,22,Crítico
2020,8,2020-08-01,Centro-Oeste,DF,Brasília,Colisão,Noite,21,9,3,7.9,Ruim,30,Leve
2020,8,2020-08-01,Centro-Oeste,GO,Goiânia,Capotamento,Madrugada,26,12,0,1.0,Boa,39,Grave
2020,8,2020-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Tarde,20,6,2,6.6,Ruim,26,Crítico
2020,8,2020-08-01,Centro-Oeste,MT,Cuiabá,Saída de pista,Tarde,19,9,0,25.6,Moderada,37,Crítico
2020,8,2020-08-01,Centro-Oeste,MS,Campo Grande,Capotamento,Noite,23,6,2,19.0,Moderada,44,Crítico
2020,8,2020-08-01,Sudeste,SP,São Paulo,Colisão,Tarde,18,19,0,26.4,Boa,30,Grave
2020,8,2020-08-01,Sudeste,SP,Campinas,Capotamento,Noite,12,23,1,3.5,Muito ruim,38,Leve
2020,8,2020-08-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Tarde,22,12,1,11.2,Moderada,37,Leve
2020,8,2020-08-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Tarde,19,13,3,10.8,Boa,46,Crítico
2020,8,2020-08-01,Sudeste,RJ,Niterói,Colisão,Madrugada,19,14,2,26.8,Boa,26,Grave
2020,8,2020-08-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Noite,19,12,2,25.8,Boa,29,Grave
2020,8,2020-08-01,Sudeste,RJ,Petrópolis,Atropelamento,Noite,16,12,3,50.4,Ruim,31,Moderado
2020,8,2020-08-01,Sudeste,MG,Belo Horizonte,Colisão,Madrugada,21,13,3,38.7,Ruim,24,Grave
2020,8,2020-08-01,Sudeste,MG,Uberlândia,Atropelamento,Madrugada,22,12,0,44.3,Ruim,31,Leve
2020,8,2020-08-01,Sudeste,MG,Juiz de Fora,Capotamento,Madrugada,24,11,1,37.2,Boa,31,Grave
2020,8,2020-08-01,Sudeste,ES,Vitória,Atropelamento,Madrugada,19,10,0,21.0,Ruim,31,Leve
2020,8,2020-08-01,Sudeste,ES,Vila Velha,Atropelamento,Madrugada,22,16,2,4.4,Moderada,50,Moderado
2020,8,2020-08-01,Sudeste,ES,Serra,Atropelamento,Manhã,28,12,1,87.6,Ruim,33,Leve
2020,8,2020-08-01,Sul,PR,Curitiba,Saída de pista,Madrugada,18,15,0,67.3,Ruim,31,Moderado
